Orbits integrated with JPL ephemerides, version jup365.bsp starting at 2.443e6 .
The synthetic times include Normally sampled noise with zero mean and 30 second standard deviation.
#body	ntrans	tt	sigtt
1.0	218.0	387.04964715475217	0.00034722222222222224
1.0	219.0	388.81879280973226	0.00034722222222222224
1.0	220.0	390.5875375480391	0.00034722222222222224
1.0	221.0	392.3565873801708	0.00034722222222222224
1.0	222.0	394.1252893754281	0.00034722222222222224
1.0	223.0	395.89538054540753	0.00034722222222222224
1.0	224.0	397.6630358849652	0.00034722222222222224
1.0	225.0	399.4328888999298	0.00034722222222222224
1.0	226.0	401.20244536269456	0.00034722222222222224
1.0	227.0	402.97166022937745	0.00034722222222222224
1.0	228.0	404.7401859452948	0.00034722222222222224
1.0	229.0	406.50954390782863	0.00034722222222222224
1.0	230.0	408.2782493112609	0.00034722222222222224
1.0	231.0	410.04755382286385	0.00034722222222222224
1.0	232.0	411.8162598479539	0.00034722222222222224
1.0	233.0	413.5860431138426	0.00034722222222222224
1.0	234.0	415.3547142143361	0.00034722222222222224
1.0	235.0	417.1239753207192	0.00034722222222222224
1.0	236.0	418.8931962447241	0.00034722222222222224
1.0	237.0	420.662700783927	0.00034722222222222224
1.0	238.0	422.43085197219625	0.00034722222222222224
1.0	239.0	424.2000977243297	0.00034722222222222224
1.0	240.0	425.96865799697116	0.00034722222222222224
1.0	241.0	427.73820629063994	0.00034722222222222224
1.0	242.0	429.5075720064342	0.00034722222222222224
1.0	243.0	431.27656133985147	0.00034722222222222224
1.0	244.0	433.0457044560462	0.00034722222222222224
1.0	245.0	434.81518406188115	0.00034722222222222224
1.0	246.0	436.5837817019783	0.00034722222222222224
1.0	247.0	438.3524961085059	0.00034722222222222224
1.0	248.0	440.1225935490802	0.00034722222222222224
1.0	249.0	441.8906341395341	0.00034722222222222224
1.0	250.0	443.66031107632443	0.00034722222222222224
1.0	251.0	445.42988424096256	0.00034722222222222224
1.0	252.0	447.1981819770299	0.00034722222222222224
1.0	253.0	448.9675341346301	0.00034722222222222224
1.0	254.0	450.7358648921363	0.00034722222222222224
1.0	255.0	452.5057663549669	0.00034722222222222224
1.0	256.0	454.27470329450443	0.00034722222222222224
1.0	257.0	456.0437216106802	0.00034722222222222224
1.0	258.0	457.81339786807075	0.00034722222222222224
1.0	259.0	459.5822608554736	0.00034722222222222224
1.0	260.0	461.3514681109227	0.00034722222222222224
1.0	261.0	463.12074638949707	0.00034722222222222224
1.0	262.0	464.88941130880266	0.00034722222222222224
1.0	263.0	466.65914318477735	0.00034722222222222224
1.0	264.0	468.4273551576771	0.00034722222222222224
1.0	265.0	470.19709548261017	0.00034722222222222224
1.0	266.0	471.96577303111553	0.00034722222222222224
1.0	267.0	473.73464960604906	0.00034722222222222224
